Sim	T1	W	k	Antigen_2016	MF_2016
52	0.0029780733259394767	0.03534827698022127	0.05925546395592391	5.26719019344953	1.6931622294579582
53	0.006794451950117946	0.3199071153998375	0.09533336393069476	11.583352530138985	4.7492897181908935
53	0.006794451950117946	0.3199071153998375	0.09533336393069476	11.182218815865108	4.401226288561027
53	0.006794451950117946	0.3199071153998375	0.09533336393069476	10.633770416379113	4.184878460240779
53	0.006794451950117946	0.3199071153998375	0.09533336393069476	10.8146955671822	4.210506142317791
53	0.006794451950117946	0.3199071153998375	0.09533336393069476	10.6828743710873	4.416791489034836
54	0.001290900595486164	0.4601867225021124	0.28480369022581725	2.65111550192791	0.03261140631893955
54	0.001290900595486164	0.4601867225021124	0.28480369022581725	2.572279723484704	0.013367452163617614
54	0.001290900595486164	0.4601867225021124	0.28480369022581725	2.6019879494953373	0.021107571861687838
54	0.001290900595486164	0.4601867225021124	0.28480369022581725	2.42919618814812	0.017187708878406507
54	0.001290900595486164	0.4601867225021124	0.28480369022581725	2.478217670437175	0.02483949862427392
55	0.006039413430262357	0.7835302289575339	0.09317956531886011	9.87091584632474	3.8227295361397324
55	0.006039413430262357	0.7835302289575339	0.09317956531886011	9.30454719144058	3.5173863202139852
55	0.006039413430262357	0.7835302289575339	0.09317956531886011	9.988879941715556	3.615936193872465
55	0.006039413430262357	0.7835302289575339	0.09317956531886011	9.968345323741007	3.942446043165468
55	0.006039413430262357	0.7835302289575339	0.09317956531886011	9.871104897247813	3.566161683871832
56	0.007882073661312461	0.5445775827392936	0.26266393424011764	8.435345568435727	1.5698107442277942
56	0.007882073661312461	0.5445775827392936	0.26266393424011764	8.697822664260205	1.5398794209131754
56	0.007882073661312461	0.5445775827392936	0.26266393424011764	7.891562805123198	1.535427794689181
56	0.007882073661312461	0.5445775827392936	0.26266393424011764	7.891466049677802	1.3691033902518308
56	0.007882073661312461	0.5445775827392936	0.26266393424011764	8.145341828827277	1.4560970476245145
57	0.0038453841861337424	0.2879604550078511	0.23599597380962223	4.0005364704079085	0.3448738336558542
57	0.0038453841861337424	0.2879604550078511	0.23599597380962223	4.138380700341349	0.31450159168488473
57	0.0038453841861337424	0.2879604550078511	0.23599597380962223	4.055890515838836	0.3981242224136281
57	0.0038453841861337424	0.2879604550078511	0.23599597380962223	4.110061507214164	0.2797524382532718
57	0.0038453841861337424	0.2879604550078511	0.23599597380962223	4.0824529168580614	0.38278977185729596
58	0.009191423803567886	0.7513724198564887	0.07486736769787967	14.025361137222554	7.408828438237382
58	0.009191423803567886	0.7513724198564887	0.07486736769787967	13.926844246564826	7.223458969831888
58	0.009191423803567886	0.7513724198564887	0.07486736769787967	13.837719718606836	7.157507331940424
58	0.009191423803567886	0.7513724198564887	0.07486736769787967	13.932463751460475	7.16734662606064
58	0.009191423803567886	0.7513724198564887	0.07486736769787967	13.823805960125114	7.0673344462993875
59	0.006212042307015509	0.4548906343057752	0.2551825980423018	6.00114854517611	0.7465543644716692
59	0.006212042307015509	0.4548906343057752	0.2551825980423018	6.3791519975508955	0.7462115414051738
59	0.006212042307015509	0.4548906343057752	0.2551825980423018	6.762180952198045	1.0754959764927308
59	0.006212042307015509	0.4548906343057752	0.2551825980423018	6.349054619840556	0.814422543827786
59	0.006212042307015509	0.4548906343057752	0.2551825980423018	6.004021832806665	0.8081968782916787
60	0.007052742179948837	0.7048083124682307	0.11479161931201814	10.095077764811663	3.6768503816501825
60	0.007052742179948837	0.7048083124682307	0.11479161931201814	10.09149674870044	3.527516160589262
